Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (C),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (C),Intake Temp Manifold (C),MAF Corr (g/s),MAF Freq (kHz),Man Abs Press (psi),Oil Temp (C),RPM (RPM),Req Torque (Nm),Req Torque Bst Targets (Nm),TD Boost Error (psi),TD Integ WG Pos Corr (mm),TD Prop WG Pos Corr (mm),TGV Map Ratio (mult),Target Boost Final Rel (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Init Pos Final (mm),Wastegate Pos Actual (mm),Wastegate Pos Comm (mm),Wastegate Pos Comm Final (mm),"AP Info:[AP3-SUB-006 v1.7.5.0-25910][2023 USDM WRX MT][Reflash: Stage1 93 v310.ptm]"
141.635,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.14,-10.96,14.46,0.20,12.54,90,1.000,0,0.00,0.00,4,1109,358,3,0.0,24.00,2.28,0.659,310.0,14,19,14.26,4.055,3.25,103,4148,0.00,1.93,1.85,0.000,0.000,1.000,-9.11,11.6,55,0.000,0.506,0.000,-0.671,0
141.640,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-11.11,14.46,0.20,12.63,90,1.000,0,0.00,0.00,4,1109,358,3,0.0,24.00,2.27,0.659,310.0,14,19,14.28,4.123,3.11,103,4139,0.00,1.93,1.97,0.000,0.000,1.000,-9.11,11.6,55,0.000,0.506,0.000,-0.671,0
141.691,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.18,14.46,0.20,12.63,90,1.000,0,0.00,0.00,4,1109,358,3,0.0,24.00,2.27,0.659,310.0,14,19,14.19,4.079,3.04,103,4130,0.00,1.93,2.01,0.000,0.000,1.000,-9.11,11.6,55,0.000,0.506,0.000,-0.671,0
141.744,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.12,14.46,0.20,12.63,90,1.000,0,0.00,0.00,4,1115,358,3,0.0,24.00,2.26,0.659,310.0,14,19,14.13,3.975,3.10,103,4108,0.00,1.93,2.01,0.000,0.000,1.000,-9.11,11.6,55,0.000,0.506,0.000,-0.671,0
141.759,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.10,14.46,0.20,12.63,90,1.000,0,0.00,0.00,4,1119,358,3,0.0,24.00,2.25,0.659,310.0,14,19,14.10,4.064,3.11,103,4088,0.00,1.93,1.99,0.000,0.000,1.000,-9.11,11.4,55,0.000,0.506,0.000,-0.671,0
141.775,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.11,14.46,0.20,12.63,90,1.000,0,0.00,0.00,4,1120,358,3,0.0,24.00,2.24,0.659,310.0,14,19,14.04,4.081,3.11,103,4081,0.00,1.93,2.00,0.000,0.000,1.000,-9.11,11.4,54,0.000,0.506,0.000,-0.671,0
141.806,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.10,14.46,0.20,12.67,90,1.000,0,0.00,0.00,4,1124,358,3,0.0,24.00,2.23,0.659,310.0,14,19,13.93,4.011,3.11,103,4067,0.00,1.93,1.99,0.000,0.000,1.000,-9.11,11.4,54,0.000,0.500,0.000,-0.671,0
141.812,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.12,14.46,0.20,12.67,90,1.000,0,0.00,0.00,4,1127,358,3,0.0,24.00,2.22,0.659,310.0,14,19,13.83,3.992,3.09,103,4044,0.00,1.93,2.02,0.000,0.000,1.000,-9.11,11.4,54,0.000,0.500,0.000,-0.671,0
141.863,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-11.17,14.46,0.20,12.71,90,1.000,0,0.00,0.00,4,1131,358,3,0.0,24.00,2.22,0.659,310.0,14,19,13.79,4.016,3.05,103,4036,0.00,1.93,1.96,0.000,0.000,1.000,-9.11,11.4,53,0.000,0.500,0.000,-0.671,0
141.880,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.08,14.46,0.20,12.71,90,1.000,0,0.00,0.00,4,1135,358,3,0.0,24.00,2.21,0.659,310.0,14,19,13.72,4.017,3.13,103,4017,0.00,2.00,1.98,0.000,0.000,1.000,-9.10,11.4,53,0.000,0.500,0.000,-0.671,0
141.895,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.04,14.46,0.20,12.71,90,1.000,0,0.00,0.00,4,1136,358,3,0.0,24.00,2.21,0.659,310.0,14,19,13.74,3.997,3.17,103,4022,0.00,1.93,1.93,0.000,0.000,1.000,-9.11,11.4,53,0.000,0.506,0.000,-0.671,0
141.902,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.03,14.46,0.20,12.71,90,1.000,0,0.00,0.00,4,1136,358,3,0.0,24.00,2.21,0.659,310.0,14,19,13.71,3.971,3.18,103,4022,0.00,1.93,2.00,0.000,0.000,1.000,-9.11,11.4,53,0.000,0.506,0.000,-0.671,0
141.943,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.02,14.46,0.20,12.71,90,1.000,0,0.00,0.00,4,1141,358,3,0.0,24.00,2.21,0.659,310.0,14,19,13.80,4.043,3.19,103,4027,0.00,1.93,1.96,0.000,0.000,1.000,-9.11,11.4,53,0.000,0.506,0.000,-0.671,0
141.956,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-11.14,14.46,0.20,12.71,90,1.000,0,0.00,0.00,4,1141,358,3,0.0,24.00,2.22,0.659,310.0,14,19,13.84,4.042,3.07,103,4034,0.00,1.93,2.04,0.000,0.000,1.000,-9.11,11.4,53,0.000,0.543,0.000,-0.671,0
141.965,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.14,14.46,0.20,12.71,90,1.000,0,0.00,0.00,4,1146,358,3,0.0,24.00,2.22,0.659,310.0,14,19,13.87,4.517,3.07,103,4043,0.00,1.93,2.04,0.000,0.000,1.000,-9.11,11.4,53,0.000,0.543,0.000,-0.671,0
141.980,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.13,14.46,0.20,12.71,90,1.000,0,0.00,0.00,4,1147,358,3,0.0,24.00,2.22,0.659,310.0,14,19,13.97,3.909,3.08,103,4034,0.00,1.93,2.02,0.000,0.000,1.000,-9.11,11.4,53,0.000,0.543,0.000,-0.671,0
141.997,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.14,14.46,0.20,12.71,90,1.000,0,0.00,0.00,4,1151,358,3,0.0,24.00,2.21,0.659,310.0,14,19,13.90,3.802,3.07,103,4027,0.00,1.86,2.03,0.000,0.000,1.000,-9.11,11.4,53,0.000,0.543,0.000,-0.671,0
142.035,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.17,14.46,0.20,12.71,91,1.000,0,0.00,0.00,4,1152,358,3,0.0,24.00,2.20,0.659,310.0,14,19,13.84,4.073,3.04,103,4013,0.00,1.86,2.07,0.000,0.000,1.000,-9.11,11.4,53,0.000,0.543,0.000,-0.671,0
142.076,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.14,14.46,0.20,12.76,91,1.000,0,0.00,0.00,4,1152,358,3,0.0,24.00,2.19,0.659,311.0,14,19,13.69,3.986,3.07,103,3984,0.00,1.86,2.05,0.000,0.000,1.000,-9.11,11.2,53,0.000,0.543,0.000,-0.671,0
142.108,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.08,14.46,0.20,12.76,91,1.000,0,0.00,0.00,4,1159,358,3,0.0,24.00,2.17,0.659,312.5,14,19,13.46,3.870,3.14,103,3951,0.00,1.93,2.00,0.000,0.000,1.000,-9.11,11.2,53,0.000,0.536,0.000,-0.671,0
142.139,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.10,14.46,0.20,12.80,91,1.000,0,0.00,0.00,4,1163,358,3,0.0,24.00,2.17,0.659,313.0,14,19,13.37,3.992,3.11,103,3944,0.00,1.93,1.95,0.000,0.000,1.000,-9.11,11.0,52,0.000,0.543,0.000,-0.671,0
142.165,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.05,14.46,0.20,12.80,91,1.000,0,0.00,0.00,4,1163,358,3,0.0,24.00,2.17,0.659,313.0,14,19,13.35,3.811,3.16,103,3951,0.00,1.93,1.95,0.000,0.000,1.000,-9.11,11.2,52,0.000,0.536,0.000,-0.671,0
142.192,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-10.94,14.46,0.20,12.76,91,1.000,0,0.00,0.00,4,1168,358,3,0.0,24.00,2.17,0.659,313.0,14,19,13.30,4.083,3.28,103,3944,0.00,1.93,1.83,0.000,0.000,1.000,-9.11,11.0,52,0.000,0.536,0.000,-0.671,0
142.247,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.13,14.46,0.20,12.80,91,1.000,0,0.00,0.00,4,1168,358,3,0.0,24.00,2.16,0.659,313.5,14,19,13.26,3.873,3.08,103,3934,0.00,1.93,2.06,0.000,0.000,1.000,-9.11,11.0,52,0.000,0.536,0.000,-0.671,0
142.276,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-11.06,14.46,0.20,12.80,91,1.000,0,0.00,0.00,4,1172,358,3,0.0,24.00,2.15,0.659,314.0,14,19,13.19,3.917,3.15,103,3921,0.00,1.93,1.96,0.000,0.000,1.000,-9.11,11.0,52,0.000,0.543,0.000,-0.671,0
142.318,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.13,14.46,0.20,12.80,91,1.000,0,0.00,0.00,4,1173,358,3,0.0,24.00,2.15,0.659,315.0,14,19,13.12,4.004,3.08,103,3906,0.00,1.93,2.10,0.000,0.000,1.000,-9.11,11.0,52,0.000,0.536,0.000,-0.671,0
142.335,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.15,14.46,0.19,12.89,91,1.000,0,0.00,0.00,4,1173,358,3,0.0,24.00,2.13,0.659,316.0,14,20,12.96,4.067,3.06,103,3880,0.00,1.95,1.96,0.000,0.000,1.000,-9.10,10.8,52,0.000,0.543,0.000,-0.671,0
142.371,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.03,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1177,358,3,0.0,24.00,2.12,0.659,316.5,14,20,12.88,3.867,3.18,103,3860,0.00,1.95,1.93,0.000,0.000,1.000,-9.10,10.8,52,0.000,0.543,0.000,-0.671,0
142.402,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.09,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1178,358,3,0.0,24.00,2.12,0.659,317.0,14,20,12.92,4.070,3.12,103,3856,0.00,1.95,1.99,0.000,0.000,1.000,-9.10,10.8,52,0.000,0.536,0.000,-0.671,0
142.408,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.17,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1178,358,3,0.0,24.00,2.12,0.659,317.5,14,20,12.90,3.882,3.05,103,3858,0.00,1.95,2.06,0.000,0.000,1.000,-9.10,10.8,52,0.000,0.543,0.000,-0.671,0
142.444,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.07,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1180,358,3,0.0,24.00,2.12,0.659,317.5,14,20,12.92,3.851,3.14,103,3858,0.00,1.95,1.96,0.000,0.000,1.000,-9.10,10.8,52,0.000,0.536,0.000,-0.671,0
142.449,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.18,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1184,358,3,0.0,24.00,2.12,0.659,317.0,14,20,12.97,4.022,3.04,103,3863,0.00,1.95,2.07,0.000,0.000,1.000,-9.10,10.8,51,0.000,0.543,0.000,-0.671,0
142.474,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.12,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1184,358,3,0.0,24.00,2.13,0.659,317.0,14,20,13.01,3.938,3.09,103,3874,0.00,1.95,2.02,0.000,0.000,1.000,-9.10,10.8,51,0.000,0.543,0.000,-0.671,0
142.495,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.02,14.46,0.19,12.80,91,1.000,0,0.00,0.00,4,1189,358,3,0.0,24.00,2.13,0.659,316.5,14,20,13.03,3.918,3.19,103,3877,0.00,1.95,1.99,0.000,0.000,1.000,-9.10,10.8,51,0.000,0.543,0.000,-0.671,0
142.567,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.17,14.46,0.20,12.93,91,1.000,0,0.00,0.00,4,1189,358,3,0.0,24.00,2.13,0.659,316.5,14,20,13.00,3.934,3.04,103,3875,0.00,2.04,1.96,0.000,0.000,1.000,-9.10,10.8,51,0.000,0.536,0.000,-0.671,0
142.582,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.13,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1194,358,3,0.0,24.00,2.12,0.659,317.5,14,20,12.89,3.991,3.08,103,3855,0.00,2.04,2.03,0.000,0.000,1.000,-9.10,10.8,51,0.000,0.536,0.000,-0.671,0
142.599,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.09,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1194,358,3,0.0,24.00,2.12,0.659,317.5,14,20,12.88,3.745,3.12,103,3852,0.00,2.04,1.99,0.000,0.000,1.000,-9.10,10.8,51,0.000,0.543,0.000,-0.671,0
142.635,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.11,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1194,358,3,0.0,24.00,2.11,0.659,318.0,14,20,12.83,3.889,3.11,103,3839,0.00,2.04,2.00,0.000,0.000,1.000,-9.10,10.7,51,0.000,0.536,0.000,-0.671,0
142.640,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-11.00,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1200,358,3,0.0,24.00,2.11,0.659,318.5,14,20,12.81,3.887,3.22,103,3833,0.00,1.95,2.07,0.000,0.000,1.000,-9.10,10.7,50,0.000,0.536,0.000,-0.671,0
142.657,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-11.17,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1205,358,3,0.0,24.00,2.10,0.659,319.5,14,20,12.68,4.084,3.04,103,3819,0.00,1.95,2.04,0.000,0.000,1.000,-9.10,10.7,50,0.000,0.536,0.000,-0.671,0
142.673,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-11.02,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1205,358,3,0.0,24.00,2.10,0.659,319.5,14,20,12.67,3.748,3.19,103,3816,0.00,1.95,2.06,0.000,0.000,1.000,-9.10,10.7,50,0.000,0.536,0.000,-0.671,0
142.709,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.38,-11.02,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1210,358,3,0.0,24.00,2.10,0.659,319.0,14,20,12.71,3.957,3.19,103,3820,0.00,1.95,2.01,0.000,0.000,1.000,-9.10,10.7,50,0.000,0.536,0.000,-0.671,0
142.741,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.38,-11.18,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1210,358,3,0.0,24.00,2.10,0.659,319.5,14,20,12.69,3.874,3.03,103,3816,0.00,1.95,1.97,0.000,0.000,1.000,-9.10,10.7,50,0.000,0.536,0.000,-0.671,0
142.747,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.08,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1210,358,3,0.0,24.00,2.10,0.659,319.5,14,20,12.69,3.856,3.13,103,3817,0.00,1.95,1.98,0.000,0.000,1.000,-9.10,10.7,50,0.000,0.536,0.000,-0.671,0
142.752,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.19,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1215,358,3,0.0,24.00,2.10,0.659,319.0,14,20,12.74,3.988,3.02,103,3823,0.00,1.95,2.02,0.000,0.000,1.000,-9.10,10.7,50,0.000,0.543,0.000,-0.671,0
142.792,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.20,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1216,358,3,0.0,24.00,2.09,0.659,319.5,14,20,12.71,3.884,3.01,103,3809,0.00,1.95,1.96,0.000,0.000,1.000,-9.10,10.7,50,0.000,0.536,0.000,-0.671,0
142.821,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.05,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1221,358,3,0.0,24.00,2.09,0.659,320.0,14,20,12.66,3.986,3.16,103,3798,0.00,1.95,1.90,0.000,0.000,1.000,-9.10,10.7,50,0.000,0.536,0.000,-0.671,0
142.862,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.14,14.46,0.19,12.93,91,1.000,0,0.00,0.00,4,1221,358,3,0.0,24.00,2.08,0.659,320.0,14,20,12.62,3.841,3.08,103,3791,0.00,1.95,2.03,0.000,0.000,0.679,-9.10,10.4,50,0.000,0.536,0.000,-0.671,0
142.868,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.14,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1221,358,3,0.0,24.00,2.08,0.659,321.0,14,20,12.22,3.847,3.08,103,3785,0.00,1.95,2.03,0.000,0.000,0.639,-9.10,10.4,50,0.000,0.536,0.000,-0.671,0
142.889,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.11,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1226,358,3,0.0,24.00,2.07,0.659,321.5,14,20,12.13,3.923,3.10,103,3771,0.00,1.95,1.98,0.000,0.000,0.579,-9.10,10.4,50,0.000,0.536,0.000,-0.671,0
142.909,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.25,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1226,358,3,0.0,24.00,2.07,0.659,322.0,14,20,12.07,3.846,2.96,103,3765,0.00,1.95,2.06,0.000,0.000,0.559,-9.10,10.4,50,0.000,0.543,0.000,-0.671,0
142.926,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.30,-11.16,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1230,358,3,0.0,24.00,2.06,0.659,322.5,14,20,11.96,3.766,3.05,103,3754,0.00,1.95,2.09,0.000,0.000,0.336,-9.10,10.4,50,0.000,0.536,0.000,-0.671,0
142.955,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.38,-11.12,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1232,358,3,0.0,24.00,2.06,0.659,322.5,14,20,11.99,3.811,3.10,103,3757,0.00,1.86,2.01,0.000,0.000,0.000,-9.11,10.4,50,0.000,0.536,0.000,-0.671,0
142.986,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-11.10,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1232,358,3,0.0,24.00,2.06,0.659,322.5,13,20,11.80,3.999,3.11,103,3759,0.00,1.86,2.04,0.000,0.000,0.000,-9.11,10.4,50,0.000,0.536,0.000,-0.671,0
143.011,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.03,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1237,358,3,0.0,24.00,2.06,0.659,322.5,13,20,11.92,3.751,3.19,103,3759,0.00,1.86,1.95,0.000,0.000,0.000,-9.11,10.4,50,0.000,0.536,0.000,-0.671,0
143.041,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.22,-10.99,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1237,358,3,0.0,24.00,2.06,0.659,322.5,13,20,11.99,3.736,3.22,103,3748,0.00,2.04,1.89,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.536,0.000,-0.671,0
143.062,off,0.00,0.00,-2.73,0.00,21.90,14,0,0.0,14.21,14.14,-10.97,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1237,358,3,0.0,24.00,2.06,0.659,322.5,13,20,12.03,3.962,3.24,103,3748,0.00,2.04,1.87,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.536,0.000,-0.671,0
143.076,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.02,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1242,358,3,0.0,24.00,2.06,0.659,323.0,13,20,11.99,3.899,3.19,103,3745,0.00,2.04,1.89,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.530,0.000,-0.671,0
143.106,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-10.98,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1242,358,3,0.0,24.00,2.06,0.659,323.5,13,20,11.99,3.771,3.23,103,3742,0.00,2.04,1.96,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.536,0.000,-0.671,0
143.135,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.05,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1242,358,3,0.0,24.00,2.05,0.659,324.0,13,20,11.96,3.903,3.17,103,3732,0.00,2.04,1.91,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.536,0.000,-0.671,0
143.164,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.00,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1247,358,3,0.0,24.00,2.05,0.659,324.0,13,20,11.95,3.766,3.21,103,3723,0.00,2.04,1.91,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.536,0.000,-0.671,0
143.180,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.14,-11.00,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1247,358,3,0.0,24.00,2.04,0.659,324.5,13,21,11.88,3.878,3.22,103,3716,0.00,2.04,1.91,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.536,0.000,-0.671,0
143.206,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.04,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1247,358,3,0.0,24.00,2.04,0.659,325.0,13,21,11.85,3.858,3.17,103,3711,0.00,2.05,1.91,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.530,0.000,-0.671,0
143.235,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.14,-10.97,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1253,358,3,0.0,24.00,2.03,0.659,325.0,13,21,11.86,3.907,3.24,103,3704,0.00,2.05,1.96,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.536,0.000,-0.671,0
143.265,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.05,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1253,358,3,0.0,24.00,2.03,0.659,325.0,13,21,11.88,3.695,3.16,103,3703,0.00,2.05,1.93,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.536,0.000,-0.671,0
143.289,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.01,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1257,358,3,0.0,24.00,2.04,0.659,325.0,13,21,11.89,3.894,3.20,103,3707,0.00,2.05,1.84,0.000,0.000,0.000,-9.10,10.2,49,0.000,0.530,0.000,-0.671,0
143.316,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-10.99,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1258,358,3,0.0,24.00,2.04,0.659,325.0,13,21,11.90,3.852,3.22,103,3707,0.00,2.05,1.89,0.000,0.000,0.000,-9.10,10.2,48,0.000,0.530,0.000,-0.671,0
143.342,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.30,-11.01,14.46,0.19,12.98,91,1.000,0,0.00,0.00,4,1258,358,3,0.0,24.00,2.03,0.659,325.5,13,21,11.88,3.687,3.20,103,3704,0.00,2.05,1.91,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.536,0.000,-0.671,0
143.375,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-10.97,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1263,358,3,0.0,24.00,2.03,0.659,325.5,13,21,11.88,3.993,3.25,103,3697,0.00,2.05,1.87,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.536,0.000,-0.671,0
143.405,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.14,-11.00,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1263,358,3,0.0,24.00,2.03,0.659,325.5,13,21,11.86,3.670,3.21,103,3692,0.00,2.05,2.00,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.530,0.000,-0.671,0
143.428,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.09,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1263,358,3,0.0,24.00,2.02,0.659,326.0,13,21,11.78,3.895,3.12,103,3681,0.00,2.05,1.97,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.536,0.000,-0.671,0
143.454,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.22,-11.03,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1269,358,3,0.0,24.00,2.01,0.659,326.5,13,21,11.73,3.675,3.18,103,3663,0.00,2.14,1.94,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.530,0.000,-0.671,0
143.476,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.14,-11.03,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1269,358,3,0.0,24.00,2.01,0.659,327.0,13,21,11.70,3.812,3.18,103,3659,0.00,2.14,1.99,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.524,0.000,-0.671,0
143.502,off,0.00,0.00,-2.73,0.00,21.90,13,0,0.0,14.21,14.14,-10.98,14.46,0.19,13.02,91,1.000,0,0.00,0.00,4,1269,358,3,0.0,24.00,2.01,0.659,327.5,13,21,11.67,3.905,3.23,103,3656,0.00,2.14,1.89,0.000,0.000,0.000,-9.10,10.0,48,0.000,0.530,0.000,-0.671,0
